eid,index,afid,name,domain,url,variants
10-s2.0-109679887,5933,109679887,Fundação Técnico Educacional Souza Marques-Pele Saudável,,,"['Fundação Técnico-Educacional Souza Marques', 'Fundação Técnico-Educacional Souza Marques', 'Fundação Técnico Educacional Souza Marques-Pele Saudável']"
10-s2.0-112714190,5932,112714190,Cardiology Institute of Rio Grande do Sul,,,"['Cardiology Institute Of Rio Grande Do Sul', 'Brain Institute (brains) Of Rio Grande Do Sul', 'Brain Institute Of Rio Grande Do Sul', 'Toxicological Information Center Of Rio Grande Sul', 'Toxicological Information Center Of Rio Grande Do Sul', 'Rio Grande Do Sul Cardiology Institute', 'Rio Grande Do Sul Cardiology Foundation', 'Inst. Pesquisas Biol. Rio Grande Do Sul', 'Heart Institute Of Rio Grande Do Sul', 'Brains — Brain Institute Of Rio Grande Do Sul']"
10-s2.0-116677424,5938,116677424,Serviço de Dermatologia do Centro de Estudos Dermatológicos do Recife/PE-Brasil,,,['Serviço de Dermatologia do Centro de Estudos Dermatológicos do Recife/PE-Brasil']
10-s2.0-119077705,5937,119077705,Dermatologia especialista pela Sociedade Brasileira de Dermatologia,,,['Dermatologia especialista pela Sociedade Brasileira de Dermatologia']
10-s2.0-129252307,5936,129252307,CAPES-Brazil Scholarship,,,[]
10-s2.0-119180168,5935,119180168,Cirurgião Geral,,,['Cirurgião Geral']
10-s2.0-119180179,5934,119180179,Pós-Graduando de Dermatologia,,,['Pós-Graduando de Dermatologia']
10-s2.0-119077577,5939,119077577,Centro de Estudos Dermatológicos do Recife/PE-Brasil,,,['Centro de Estudos Dermatológicos do Recife/PE-Brasil']
10-s2.0-112655526,5942,112655526,Centro Universitário de Patos de Minas,,,"['Centro Universitário De Patos De Minas', 'Universitário De Patos De Minas - Unipam', 'Centro Universitário De Patos De Minas 2- Unipam']"
10-s2.0-117954285,5940,117954285,Instituto Higher Education Multi - IESM,,,['Instituto Higher Education Multi - IESM']
10-s2.0-113107608,5941,113107608,Centro Gestor e Operacional do Sistema de Proteção da Amazônia (CENSIPAM),,,"['Sipam-sistema De Protecao Da Amazonia', 'Centro Gestor E Operacional Do Sistema De Proteção Da Amazônia (sipam)', 'Centro Gestor E Operacional Do Sistema De Proteção Da Amazônia (censipam)']"
10-s2.0-127247526,5943,127247526,REPO,,,['Repo']
10-s2.0-115386956,5944,115386956,Nova Lima,,,['Nova Lima']
10-s2.0-115623905,5947,115623905,Centro Universitário Cataratas,,,['Centro Universitário Cataratas']
10-s2.0-116463169,5946,116463169,FAEM College Education Unit Center,,,['FAEM College Education Unit Center']
10-s2.0-107114429,5948,107114429,Instituto de Oceanografia,,,[]
10-s2.0-116463142,5945,116463142,Fundição Tupy - Pesquisa e Desenvolvimento,,,['Fundição Tupy - Pesquisa e Desenvolvimento']
10-s2.0-107039394,5949,107039394,UEA,,,['Uea']
10-s2.0-113315480,5951,113315480,Laboratorio Nacional de Astrofisica,,,"['Laboratorio Nacional De Astrofisica', 'Laboratório Nacional De Astrofísica', 'Lab. Nacional De Astrofísica', 'Laboratôrio Nacional De Astrofísica', 'Lab. Nacional De Astrofisica']"
10-s2.0-115004377,5952,115004377,State Foundation for Research in Agriculture,,,"['State Foundation for Agricultural Research', 'State Foundation for Research in Agriculture']"
10-s2.0-115419323,5950,115419323,Sand Sea and Air Interiors Inc,,,['Sand Sea And Air Interiors Inc']
10-s2.0-112694087,5953,112694087,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",,,[]
10-s2.0-100954602,5954,100954602,CPRM,,,['Cprm']
10-s2.0-112770312,5958,112770312,Bernard Lyot Solar Observatory,,,[]
10-s2.0-122297371,5957,122297371,Cidade Universitária,,,"['Cidade Universitária', 'Cidade Universitaria', 'Cidade Univ.']"
10-s2.0-115902567,5956,115902567,INCT-APA,,,['Inct-apa']
10-s2.0-115392531,5955,115392531,National Institute of Colonization and Land Reform,,,['National Institute Of Colonization And Land Reform']
10-s2.0-127238011,5963,127238011,Geological Survey of Brazil - CPRM,,,['Geological Survey Of Brazil - Cprm']
10-s2.0-115051451,5961,115051451,Regional Integrated University,,,[]
10-s2.0-126266170,5960,126266170,Rodovia Cachoeiro X Frade,,,['Rodovia Cachoeiro X Frade']
10-s2.0-116113665,5962,116113665,Softer Brasil Company,,,['Softer Brasil Company']
10-s2.0-116657904,5959,116657904,Instituto de Desenvolvimento Sustentável e Meio Ambiente (IDEMA),,,['Instituto De Desenvolvimento Sustentável E Meio Ambiente (idema)']
10-s2.0-117866885,5967,117866885,R. Francisco Ricci,,,['R. Francisco Ricci']
10-s2.0-127237955,5966,127237955,Amarillo Mineração do Brasil Ltda.,,,['Amarillo Mineração Do Brasil Ltda.']
10-s2.0-127238017,5964,127238017,Araripe UNESCO Global Geopark,,,"['Geopark Araripe', 'Araripe Unesco Global Geopark']"
10-s2.0-127237778,5965,127237778,Departamento Nacional da Produção Mineral,,,['Departamento Nacional Da Produção Mineral']
10-s2.0-114437574,5968,114437574,Multisolos Piles and InSitu Testing,,,"['Multisolos Piles And Insitu Testing', 'Multisolos Piles And In Situ Testing']"
10-s2.0-113459599,5973,113459599,Peróxidos Do Brasil Ltda (Solvay Group,,,"['Peróxidos Do Brasil Ltda (Solvay Group', 'Peróxidos Do Brasil Ltda (Solvay Group', 'Peroxidos do Brasil Ltda (Solvay Group)']"
10-s2.0-60099341,5970,60099341,"Ministério do Meio Ambiente, Brazil",,http://www.mma.gov.br/,"['Ministério do Meio Ambiente, Brazil']"
10-s2.0-116667570,5972,116667570,Centre for Alternative Agriculture,,,['Centre for Alternative Agriculture']
10-s2.0-100776448,5971,100776448,Furnas Centrais Elétricas S.A.,,,"['Furnas Centrais Elétricas S.a.', 'Furnas Centrais Elétricas S.a', 'Furnas Centrais Elétricas S. A.', 'Furnas Centrais Elétricas', 'Furnas Centrais Elétrica', 'Furnas Centrais Eletricas S. A.', 'Furnas Centrais Eletricas']"
10-s2.0-113500651,5969,113500651,Fundação Ecológica Cristalino,,,['Fundação Ecológica Cristalino']
10-s2.0-127221370,5974,127221370,Pós-Graduação em Biodiversidade Neotropical,,,['Pós-graduação Em Biodiversidade Neotropical']
10-s2.0-113309597,5977,113309597,Centre for Monitoring and Warnings of Natural Disasters,,,[]
10-s2.0-105916546,5978,105916546,Centro de Ciências Agrárias,,,"['Centro De Ciências Agrárias', 'Centro De Ciencias Agrarias', 'Centro De Ciências Agrarias']"
10-s2.0-113022888,5975,113022888,Amazon Environmental Research Institute,,,['Amazon Environmental Research Institute']
10-s2.0-113917646,5976,113917646,DGB Earth Sciences,,,['DGB Earth Sciences']
10-s2.0-115191609,5980,115191609,Departamento de Física e Matemática - UFSJ - Rodovia MG 443,,,['Departamento de Física e Matemática - UFSJ - Rodovia MG 443']
10-s2.0-125586567,5981,125586567,Universidade Estatual do Norte Fluminense,,,"['Universidade Estatual Do Norte Fluminense', 'Universidade Estadual Do Norte Fluminense', 'Universidade Do Norte Fluminense']"
10-s2.0-114694105,5982,114694105,Associação Plantas do Nordeste - APNE,,,['Associação Plantas do Nordeste - APNE']
10-s2.0-126564316,5983,126564316,Ministério da Defesa,,,[]
10-s2.0-113180060,5979,113180060,Forestry Science and Research Institute (IPEF),,,"['Forestry Science And Research Institute (ipef)', 'Institute Of Forest Research And Study (ipef)', 'Forest Science And Research Institute (ipef)', 'Ipef - Institute Of Forestry Research And Studies', 'Institute Of Research And Forest Studies (ipef)', 'Institute Of Forest Science And Research (ipef)', 'Institute Of Forest Research And Study', 'Forestry Science And Research Institute-ipef', 'Forestry Science And Research Institute – Ipef']"
10-s2.0-117078562,5986,117078562,Instituto Megafauna Marinha (IMMAR),,,['Instituto Megafauna Marinha (IMMAR)']
10-s2.0-130813011,5985,130813011,Marinha do Brasil,,,[]
10-s2.0-115135831,5988,115135831,Departamento de Física e Matemática-UFSJ,,,['Departamento De Física E Matemática-ufsj']
10-s2.0-114949638,5987,114949638,Empresa de Pesquisa Agropecuária da Paraíba (EMEPA),,,['Empresa De Pesquisa Agropecuária Da Paraíba (emepa)']
10-s2.0-100384898,5984,100384898,International Institute of Ecology,,,['International Institute Of Ecology']
10-s2.0-114983631,5990,114983631,Federal Center of Technological Education of Ceará State,,,['Federal Center of Technological Education of Ceará State']
10-s2.0-108271593,5991,108271593,Ascar-Emater/RS,,,"['Ascar-emater/rs', 'Emater/rs-ascar', 'Emater/rs - Ascar']"
10-s2.0-108321143,5989,108321143,Geological Survey of Brazil,,,[]
10-s2.0-113022158,5993,113022158,National Institute of Petroleum Geophysics (INCT-GP),,,[]
10-s2.0-112901244,5992,112901244,Escola de Engenharia de Piracicaba,,,['Escola de Engenharia de Piracicaba']
10-s2.0-108196808,5994,108196808,Departamento de Ciências Fundamentais e Sociais,,,"['Departamento de Ciências Fundamentais e Sociais', 'Departamento de Ciências Fundamentais e Sociais']"
10-s2.0-101796173,5995,101796173,Centro de Biologia Marinha,,,[]
10-s2.0-127209981,5996,127209981,Instituto Federal do Rio Grande do Sul,,,['Instituto Federal Do Rio Grande Do Sul']
10-s2.0-60095002,5998,60095002,Governo do Estado de São Paulo,,http://www.saopaulo.sp.gov.br/,['Governo do Estado de São Paulo']
10-s2.0-117692843,5997,117692843,CPRM - Serviço Geológico do Brasil,,,"['Cprm-serviço Geológico Do Brasil', 'Cprm - Serviço Geológico Do Brasil', 'Serviço Geológico Do Brasil (cprm)', 'Cprm/serviço Geológico Do Brasil', 'Cprm-servico Geologico Do Brasil']"
10-s2.0-127232053,6002,127232053,Ecologia e Cultivo de Crustáceos,,,['Ecologia E Cultivo De Crustáceos']
10-s2.0-108718091,6000,108718091,Secretaria da Agricultura Pecuária e Abastecimento do Estado de Goiás (SEAGRO),,,"['Secretaria De Agricultura Agropecuária E Abastecimento De Goiás', 'Secretaria Da Agricultura Pecuária E Abastecimento Do Estado De Goiás (seagro)']"
10-s2.0-112964063,6003,112964063,CETEM - Centro de Tecnologia Mineral,,,"['Cetem - Centro De Tecnologia Mineral', 'Cetem-centro De Tecnologia Mineral', 'Centro De Tecnologias Minerais-cetem', 'Pesquisadoras Do Centro De Tecnologia Mineral - Cetem', 'Cetem—centro De Tecnologia Mineral', 'Cetem- Centro De Tecnologia Mineral', 'Centro De Tecnologias Minerais (cetem)']"
10-s2.0-112609405,6001,112609405,Secretaria de Extrativismo e Desenvolvimento Rural Sustentável,,,['Secretaria De Extrativismo E Desenvolvimento Rural Sustentável']
10-s2.0-100674768,5999,100674768,Fundação Cearense de Meteorologia e Recursos Hídricos,,,[]
10-s2.0-122297330,6008,122297330,Cidade Universitária,,,"['Cidade Universitária', 'Depto De Dentistica Cidade Universitária', 'Dentística Cidade Universitária', 'Cidade Universitaria']"
10-s2.0-115176936,6006,115176936,CPRM,,,['Cprm']
10-s2.0-119119676,6005,119119676,Núcleo de Apoio de Natal (NANA/CPRM),,,['Núcleo de Apoio de Natal (NANA/CPRM)']
10-s2.0-119119461,6004,119119461,Vale S.A. BR 381 km 450,,,['Vale S.A. BR 381 km 450']
10-s2.0-119119551,6007,119119551,CPRM - Serviço Geológico Nacional,,,['CPRM - Serviço Geológico Nacional']
10-s2.0-106628479,6012,106628479,Companhia de Pesquisa de Recursos Minerais,,,"['Companhia De Pesquisa De Recursos Minerais', 'Companhia De Pesquisa De Recursos Minerais - Cprm', 'Companhia De Pesquisa De Recursos Minerais/serviço Geológico Do Brasil']"
10-s2.0-114944356,6010,114944356,The Pará State Land Institute (ITERPA),,,"['The Pará State Land Institute (iterpa)', 'Institute Of Pará Lands']"
10-s2.0-127156754,6011,127156754,Centro de Pesquisa de História Natural e Arqueologia do Maranhão - CPHNAMA,,,['Centro De Pesquisa De História Natural E Arqueologia Do Maranhão - Cphnama']
10-s2.0-127073033,6013,127073033,Mineração Aurizona S.A,,,['Mineração Aurizona S.a']
10-s2.0-127935201,6009,127935201,Nav Oceanografia Ambiental Ltda,,,['Nav Oceanografia Ambiental Ltda']
10-s2.0-113801698,6017,113801698,National Institute for Petroleum Geophysics (INCT-GP),,,[]
10-s2.0-101459151,6016,101459151,Centro,,,['Centro']
10-s2.0-100582071,6018,100582071,Instituto de Geociências,,,"['Instituto De Geociências', 'Instituto Geociências', 'Instituto De Geociencias']"
10-s2.0-108447934,6015,108447934,Rumo Ambiental Consultoria e Serviços Ltda,,,"['Rumo Ambiental Consultoria E Serviços Ltda', 'Coffey Ltda.', 'Coffey Consultoria Ltda', 'Coffey Consultoria E Serviços Ltda.', 'Amba Consultoria E Serviços Ltda']"
10-s2.0-115160631,6014,115160631,Research Group of Crustal Evolution and Tectonics - Guaporé (MT),,,['Research Group Of Crustal Evolution And Tectonics - Guaporé (mt)']
10-s2.0-101127900,6020,101127900,CPRM,,,['Cprm']
10-s2.0-127215648,6021,127215648,CPRM,,,['Cprm']
10-s2.0-100810766,6019,100810766,Departamento de Geologia,,,['Departamento de Geologia']
10-s2.0-127216002,6023,127216002,Conj. Satélite Tv.,,,['Conj. Satélite Tv.']
10-s2.0-127216072,6022,127216072,GPGE,,,['Gpge']
10-s2.0-109532602,6024,109532602,Agronomic Institute of Paraná,,,"['Parana Institute Of Technology', 'Institute Agronomic Of Parana', 'Agronomic Institute Of Paraná', 'Agronomic Research Institute Of Paraná State', 'Agronomic Institute Of Parana']"
10-s2.0-114749023,6025,114749023,Rural Federal of Pernambuco University (UFRPE),,,"['Rural Federal Of Pernambuco University (ufrpe)', 'University Federal Rural Of Pernambuco', 'Rural Federal University Of Pernambuco']"
10-s2.0-108321039,6027,108321039,Instituto Federal de Educação,,,"['Instituto Federal De Educação', 'Instituto Federal De Educação Tecnológica Do Pará', 'Instituto Federal De Educação Do Pará', 'Instituto De Educação', 'Ifpa Instituto Federal De Educação', 'Centro Federal De Educação Tecnológica']"
10-s2.0-100425798,6026,100425798,Instituto de Geociências,,,"['Instituto De Geociências', 'Inst. De Geociencias']"
10-s2.0-117976621,6030,117976621,CCN-DQ-GERATEC,,,['CCN-DQ-GERATEC']
10-s2.0-122652818,6029,122652818,Microars Consultoria e Projetos,,,['Microars Consultoria E Projetos']
10-s2.0-114886487,6032,114886487,Chemistry Department of Paraíba Federal University,,,['Chemistry Department of Paraíba Federal University']
10-s2.0-114936026,6031,114936026,Bloco: 01. Centro,,,['Bloco: 01. Centro']
10-s2.0-115923088,6036,115923088,DSPGeo,,,['Dspgeo']
10-s2.0-114887341,6033,114887341,Integrated Petroleum Expertise Company (IPEXco),,,['Integrated Petroleum Expertise Company (IPEXco)']
10-s2.0-112688674,6035,112688674,Federal Institute of Education,,,[]
10-s2.0-119102972,6034,119102972,Technological Development and Innovation Network,,,['Technological Development And Innovation Network']
10-s2.0-127973328,6037,127973328,Ministério da Defesa - Exército Brasileiro,,,"['Ministério Da Defesa - Exército Brasileiro', 'Ministério Da Defesa']"
10-s2.0-112695945,6038,112695945,State University of Norte Fluminense (UENF),,,[]
10-s2.0-124647108,6040,124647108,Companhia Maranhense de Gas - Gasmar,,,['Companhia Maranhense De Gas - Gasmar']
10-s2.0-120471432,6039,120471432,Shell,,,['Shell']
10-s2.0-100590207,6043,100590207,CIENTEC,,,"['Cientec', 'Cientec-depgeo']"
10-s2.0-121451203,6044,121451203,GoGeo Rua Leopoldo Bulhões,,,['Gogeo Rua Leopoldo Bulhões']
10-s2.0-112898758,6042,112898758,Cancer Institute of the State of São Paulo,,,[]
10-s2.0-124547003,6041,124547003,Centre for Alternative Agriculture of the North of Minas,,,['Centre For Alternative Agriculture Of The North Of Minas']
10-s2.0-119945416,6048,119945416,Environmental Engineer,,,['Environmental Engineer']
10-s2.0-130258554,6046,130258554,GoGeo Rua Leopoldo Bulhões,,,['Gogeo Rua Leopoldo Bulhões']
10-s2.0-60290343,6045,60290343,"Fundação de Ciência, Aplicações e Tecnologia Espaciais",funcate.org.br,https://www.funcate.org.br/en/,[]
10-s2.0-120248891,6047,120248891,SABESP – Water and Sanitation Company of the State of São Paulo,,,"['Water And Sanitation Company Of The State Of São Paulo-sabesp', 'Water And Sanitation Company Of The State Of São Paulo (sabesp)', 'Water And Sanitation Company Of The State Of São Paulo', 'São Paulo State Sanitation Company (sabesp)', 'State For Sanitation And Water Resources Of The State Of São Paulo', 'Sabesp – Water And Sanitation Company Of The State Of São Paulo', 'Basic Sanitation Company Of The State Of São Paulo - Sabesp', 'Basic Sanitation Company Of São Paulo']"
10-s2.0-117624763,6051,117624763,Fundação de Ciência e Tecnologia do Estado do Rio Grande do Sul - Cientec,,,[]
10-s2.0-121414318,6049,121414318,Mamirauá Sustainable Development Institute (IDSM),,,[]
10-s2.0-120471601,6052,120471601,Fundação Gorceix,,,['Fundação Gorceix']
10-s2.0-117996093,6050,117996093,Boeing Research and Technology/Brazil,,,"['Boeing Research And Technology/brazil', 'Boeing Research And Technology', 'Boeing Research & Technology-brazil']"
10-s2.0-120590890,6056,120590890,MACCAFERRI Do Brasil,,,['Maccaferri Do Brasil']
10-s2.0-120590875,6055,120590875,UNILASALLE - Canoas RS Brasil,,,['Unilasalle - Canoas Rs Brasil']
10-s2.0-120590712,6053,120590712,"Yamana Gold, Companhia Goiana de Ouro",,,"['Yamana Gold, Companhia Goiana De Ouro']"
10-s2.0-120591519,6054,120591519,MecRoc Engenharia,,,['Mecroc Engenharia']
10-s2.0-120591146,6058,120591146,Copei SA,,,['Copei Sa']
10-s2.0-112639092,6059,112639092,Institute for Technological Research of São Paulo State,,,[]
10-s2.0-112632894,6057,112632894,Intertechne Consultores SA,,,"['Intertechne Consultores Sa', 'Intertechne Consultores S.a.', 'Intertechne Consultores S.a']"
10-s2.0-120418510,6060,120418510,Institute Genesis,,,['Institute Genesis']
10-s2.0-120419109,6061,120419109,Consalt- Consultoria Mineral Ltda,,,['Consalt- Consultoria Mineral Ltda']
10-s2.0-119885359,6064,119885359,Rua da Ponte,,,['Rua Da Ponte']
10-s2.0-113942247,6062,113942247,Instituto do Carste,,,[]
10-s2.0-100472632,6065,100472632,UFPA,,,"['Ufpa', 'Ufpa-belém']"
10-s2.0-114665235,6067,114665235,CEP-UNICAMP,,,['Cep-unicamp']
